Reference Handle,Token,Item Name,Customer-facing name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (kg),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online sale price,Archived,Sellable,Contains alcohol,Stockable,Skip Detail screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Wild Octave Organics,New Quantity Wild Octave Organics,Stock Alert Enabled Wild Octave Organics,Stock Alert Count Wild Octave Organics,Modifier Set - 01 Coffee Type,Modifier Set - 02 Milk,Modifier Set - 03 strength,Modifier Set - 04 Sugar / Sweetener,Modifier Set - 05 Half & Half Hot Drink,Modifier Set - 06 Drink Heat,Modifier Set - Add-Ons,Modifier Set - Decaf,Modifier Set - Fruits - custom,Modifier Set - Fruits - Custom (Custom Juice Only),Modifier Set - iced,Modifier Set - Juice instead of milk,Modifier Set - Mushroom Booster Mod,Modifier Set - on side,Modifier Set - Own Cup,Modifier Set - Smoothie milks,Modifier Set - Super Foods & Mush Add-On,Tax - GST (10%),Tax - GST Free (0%)
#hand-sanitiser-59ml-peppermint-dr-bronner-s-org-regular,KUY5JVVROBDJGKDT46WHFPRT,Hand Sanitiser 59ml Peppermint Dr Bronner’s Org,,Regular,,,,"Shelf Labels > Label  Soap, Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6)",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,018787506110,visible,Physical good,,,,Y,,,,12.25,,N,,,,N,,,6.80,,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hand-sea-buckthorn-cream-replenishing-50ml-weleda-,LO7Z5QPZZWC4F6FU6PSHDYXO,"Hand Sea Buckthorn Cream Replenishing 50ml, Weleda",,,,,,Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,4001638097499,visible,Physical good,,,,Y,N,N,N,22.90,,N,,N,,N,,,12.61,Unique Health Products,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hand-wash-1l-simply-clean-lemon-myrtle-,XWKDVE6NPSTI6FEG5K4IWJQR,"Hand Wash 1L , Simply Clean Lemon Myrtle",,,,,,"Shop > Groceries, Shelf Labels > Label  Home and Cleaning",Shop > Groceries,,,,9342935002935,visible,Physical good,,,,Y,N,N,N,22.95,,N,,N,,N,,,12.66,,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hand-wash-500ml-pump-simply-clean-lemon-myrtle-,5PQJKJ6PI4KS6YGR2YBGSB7X,"Hand Wash 500ml Pump, Simply Clean Lemon Myrtle",,,,,,"Shop > Groceries, Shelf Labels > Label  Home and Cleaning",Shop > Groceries,,,,9342935002911,visible,Physical good,,,,Y,N,N,N,13.25,,N,,N,,N,,,7.29,Horizon Foods,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hand-wash-lemongrass-350ml-springfields-regular,ZAEV6MHGVRGTZ47CYI32K3NL,Hand Wash Lemongrass 350ml Springfields,,Regular,,,,"Shelf Labels > Label  House and Teeth, Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6)",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,655754018711,unavailable,Physical good,,,,N,N,N,N,22.65,,N,,N,,N,,,12.47,,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#harissa-hummus-270g-naked-byron-foods-,UKBHAWNJH34PR767RIAIEGEX,"Harissa Hummus 270g, Naked Byron Foods",,,,,,"Shelf Labels > Label  Dairy Fridge, Shop > Groceries",Shop > Groceries,,,,9314075001031,visible,Physical good,,,,Y,N,N,N,7.50,,N,,N,,N,,,5.00,All Good Foods,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#harmonising-body-oil-wild-rose-100ml-weleda-,GBOJTCBZEQUP6IXWUPTPK7ZC,"Harmonising Body Oil Wild Rose 100ml, Weleda",,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,4001638099394,visible,Physical good,,,,Y,N,N,N,40.40,,N,,N,,N,,,22.26,Unique Health Products,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#harmony-menopause-max-45-tabs-,Y5NCT6FNLOGLXW7ASINYSDHC,Harmony Menopause Max 45 tabs,,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Counter",Shop > Supplements,,,,9321582002918,visible,Physical good,,,,Y,N,N,N,44.00,,N,,N,,N,,,24.22,Martin & Pleasance Wholesale,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#harmony-menopause-natural-60tabs-martin-pleasance-regular,XAWCKEY7HTFG5S5AOGWWUNXE,"Harmony Menopause natural, 60tabs, Martin Pleasance",,Regular,,,,"Shelf Labels > Label  Supplements Back, Shop > Supplements",Shop > Supplements,,,,9328124000029,visible,Physical good,,,,Y,N,N,N,40.00,,N,,N,,N,,,22.05,Martin & Pleasance Wholesale,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#harmony-pms-support-women-s-balance-60-tab-,23VLWLUMFXGQDCE25MUWSXK4,Harmony pms support women's balance 60 tab,,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Back",Shop > Supplements,,,,9324294001316,visible,Physical good,,,,Y,,,,36.50,,N,,,,,,,20.11,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#harvest-atlantic-dulse-flakes-80g-pacific-,XEIJWY6H3MCT6ZDA3ONH3BG3,"Harvest Atlantic Dulse Flakes 80g, Pacific",,,,,,"Shop > Groceries, Shelf Labels > Label  International Groceries",Shop > Groceries,,,,850020571147,visible,Physical good,,,,Y,,,,37.15,,N,,,,,,,20.47,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#harvest-irish-moss-pieces-120g-pacific-,GDPZVRO33XEAS27XJRPZTVOF,"Harvest Irish Moss Pieces 120g, Pacific",,,,,,"Shop > Groceries, Shelf Labels > Label  International Groceries",Shop > Groceries,,,,850020571857,visible,Physical good,,,,Y,,,,33.30,,N,,,,,,,18.35,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hawaiian-pacifica-spirulina-100-tabs-green-nutritionals-,HH5U2GF4PNDSFHYC57YFNTQU,"Hawaiian Pacifica Spirulina 100 tabs, Green Nutritionals",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Back",Shop > Supplements,,,,9322837006019,visible,Physical good,,,,Y,N,N,N,24.30,,N,,N,,N,,,12.37,Martin & Pleasance Wholesale,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hawaiian-pacifica-spirulina-1000-tabs-green-nutritionals-,USMEMF43MU2ZIKKYYNMEC2FZ,"Hawaiian Pacifica Spirulina 1000 tabs, Green Nutritionals",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Back",Shop > Supplements,,,,9322837006101,visible,Physical good,,,,Y,,,,141.30,,N,,,,,,,77.85,,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hawaiian-pacifica-spirulina-200-tabs-green-nutritionals-,NBIII6NCMISGGH4ZIXHSFOQM,"Hawaiian Pacifica Spirulina 200 tabs, Green Nutritionals",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Back",Shop > Supplements,,,,9322837006026,visible,Physical good,,,,Y,N,N,N,39.35,,N,,N,,N,,,21.67,Martin & Pleasance Wholesale,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hawaiian-pacifica-spirulina-500-tabs-green-nutritionals-,6XDGWR2XZVBXRKFZTDMN5VOQ,"Hawaiian Pacifica Spirulina 500 tabs, Green Nutritionals",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Back",Shop > Supplements,,,,9322837006033,visible,Physical good,,,,Y,N,N,N,84.35,,N,,N,,N,,,46.46,Martin & Pleasance Wholesale,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hawaiian-pacifica-spirulina-100g-green-nutritionals-regular,VI3LAQ5F4XTRGCMVBPXXVHIF,"Hawaiian Pacifica Spirulina, 100g, Green Nutritionals",,Regular,,,,"Shelf Labels > Label  Supplements Back, Shop > Supplements",Shop > Supplements,,,,9322837006170,visible,Physical good,,,,Y,N,N,N,37.70,,N,,N,,N,,,20.43,Martin & Pleasance Wholesale,,-2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hawaiian-pacifica-spirulina-225g-green-nutritionals-regular,LR725AS4NZSWSUM2TVMP45HO,"Hawaiian Pacifica Spirulina, 225g, Green Nutritionals",,Regular,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Back",Shop > Supplements,,,,9322837006057,visible,Physical good,,,,Y,N,N,N,67.45,,N,,N,,N,,,40.88,Martin & Pleasance Wholesale,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#hawaiian-pacifica-spirulina-450g-green-nutritionals-regular,6HYB5KHEKUVGFDENPENMCEME,"Hawaiian Pacifica Spirulina, 450g, Green Nutritionals",,Regular,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Back",Shop > Supplements,,,,9322837006064,visible,Physical good,,,,Y,,,,118.05,,N,,,,N,,,71.56,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#hawthorn-berries-100-caps-nature-s-sunshine-regular,LHMW6LPMM3TZJJD3W3I7BHN7,"Hawthorn Berries 100 caps, Nature's Sunshine",,Regular,,,,"Shelf Labels > Label  Supplements Side, Shop > Supplements",Shop > Supplements,,,,099904170179,visible,Physical good,,,,Y,N,N,N,46.30,,N,,N,,N,,,25.51,,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hazelnut-250g-mindful-foods-regular,LFXAWA2ZEQ7Q2YH7P33EYDEG,Hazelnut 250g mindful foods,,Regular,,,,"Shelf Labels > Label  Nut Blue Shelf, Shop > Groceries",Shop > Groceries,,,,9351857000332,visible,Physical good,,,,Y,N,N,N,23.65,,N,,N,,N,,,12.48,,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hazelnut-butter-crackd-regular,BZ2CIQY2J43N55FFMMYC3WI7,Hazelnut Butter Crackd,,Regular,,,,"Shelf Labels > Label  Choc and Confectionary, Shop > Groceries",Shop > Groceries,,,,9348082048031,visible,Physical good,,,,Y,N,N,N,16.95,,N,,N,,N,,,9.33,BioLiving,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hazelnut-butter-praline-loco-love-35g-wrapped--regular,NAQ732BPOH47YXWYVX6NTULL,"Hazelnut Butter Praline, Loco Love 35g (wrapped)",,Regular,,,,Shop > Groceries,Shop > Groceries,,,,9357490000067,visible,Physical good,,,,Y,N,N,N,6.95,,N,,N,,N,,,3.83,Loco Love,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hazelnut-m-lk-38-80g-pico-,4HXQI2JZT4NNRIR4IOWMEAAH,Hazelnut M*lk 38% 80g Pico,,,,,,"Shelf Labels > Label  Choc and Confectionary, Shop > Groceries",Shop > Groceries,,,,9340784001956,unavailable,Physical good,,,,Y,N,N,N,10.40,,N,,N,,N,,,5.72,Soulfresh APAC Pty Ltd,,8,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#he-deep-sleep-formula-60-tabs-,RKUKHJMBZPOP6MWYYWDL6IK5,He Deep Sleep Formula 60 Tabs,,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Side",Shop > Supplements,,,,9321582004981,visible,Physical good,,,,Y,N,N,N,49.50,,N,,N,,N,,,27.27,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#he-midlife-formula-45tab-mp-regular,MMLKLFREMZOVQITFVQ6LA7H2,He Midlife Formula 45tab MP,,Regular,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Back",Shop > Supplements,,,,9324294001910,visible,Physical good,,,,Y,N,N,N,31.30,,N,,N,,N,,,17.25,,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#he-testo-plus-30-tabs-martin-pleasance-regular,OFMI3746XOLTDNCZK2NUOTTP,"He Testo Plus 30 Tabs, Martin & Pleasance",,Regular,,,,"Shelf Labels > Label  Supplements Side, Shop > Supplements",Shop > Supplements,,,,9321582010043,visible,Physical good,,,,Y,N,N,N,39.95,,N,,N,,N,,,22.01,,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#headman-aftershave-balm-135ml-the-good-oil-,RMUJ5ALAYBVZXPAZT6UQO4VR,"Headman Aftershave Balm 135ml, The Good Oil",,,,,,"Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6), Shelf Labels > Label  Cosmetics",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,9342121000202,visible,Physical good,,,,Y,N,N,N,20.95,,N,,N,,N,,,11.54,,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#heads-health-foods-org-puffed-amaranth-200g-brunswick-,7HB55JHQTAXBKDEXQYVMREJD,"Heads Health Foods Org Puffed Amaranth 200g, Brunswick",,,,,,"Shop > Groceries, Shelf Labels > Label  Cereals and Pasta",Shop > Groceries,,,,9329933010278,visible,Physical good,,,,Y,,,,8.65,,N,,,,,,,5.24,,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#heads-health-foods-org-puffed-brown-rice-100g-brunswick-,VHRQAUDQB6CBVNDCCWCSZCEB,"Heads Health Foods Org Puffed Brown Rice 100g, Brunswick",,,,,,"Shop > Groceries, Shelf Labels > Label  Cereals and Pasta",Shop > Groceries,,,,9329933009548,visible,Physical good,,,,Y,,,,6.35,,N,,,,,,,3.85,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#healing-clay-zeolite-1kg-australian-,Z6J5OMKT4OWGBZP7ZMNJBWQM,"Healing Clay Zeolite 1kg, Australian",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Side",Shop > Supplements,,,,9369998326440,visible,Physical good,,,,Y,,,,37.10,,N,,,,,,,20.44,Good n Natural,,-1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#healing-clay-zeolite-250g-australian-,A5S3ZPODKUV4DOFTRX2OZWHE,"Healing Clay Zeolite 250g, Australian",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Side",Shop > Supplements,,,,9369998155910,visible,Physical good,,,,Y,,,,18.05,,N,,,,,,,9.94,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#healing-clay-zeolite-500g-australian-,LHIBLTPJLYGMQIOXIRF7AMFA,"Healing Clay Zeolite 500g, Australian",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Side",Shop > Supplements,,,,9369998237494,visible,Physical good,,,,Y,,,,33.95,,N,,,,N,,,18.71,Good n Natural,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#healthwise-glycine-150g-,UKDR522V7ZEPDXAD6IPZDO5W,Healthwise Glycine 150g,,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Side",Shop > Supplements,,,,9327808004971,visible,Physical good,,,,Y,,,,21.90,,N,,,,,,,12.07,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#healthwise-l-tyrosine-60g-,EKYFAS3HGIQBDZ3AWK2D3J5M,Healthwise L-Tyrosine 60g,,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Side",Shop > Supplements,,,,9327808004896,visible,Physical good,,,,Y,,,,30.90,,N,,,,,,,17.02,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#healthy-clean-bathroom-500ml-simply-clean-,AIVDEHE6HPWKI62F3RALAWT4,"Healthy Clean Bathroom 500ml, Simply Clean",,,,,,"Shop > Groceries, Shelf Labels > Label  Home and Cleaning",Shop > Groceries,,,,9342935001549,visible,Physical good,,,,Y,,,,10.35,,N,,,,,,,5.70,,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#healthy-hair-skin-nails-30-tabs-ethical-nutrients-,G2FJTUMDL6Y4HQNN2PQCWY5W,"Healthy Hair, Skin & Nails 30 TABS, Ethical Nutrients",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Side",Shop > Supplements,,,,9315771008287,visible,Physical good,,,,Y,,,,30.95,,N,,,,,,,17.05,,,3,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#heart-soul-oil-11ml-springfields-,64HYHIQYOFPXKZWOJQBNP2NL,Heart & Soul Oil 11ml Springfields,,,,,,Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,655754010227,visible,Physical good,,,,Y,N,N,N,22.65,,N,,N,,N,,,12.48,Little Valley,,2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#heart-sienna-nail-lacquer-10ml-,DSJHNNKFK3WNLUGHLXCAS3YI,"Heart, Sienna Nail Lacquer 10Ml",,,,,,"Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  Cosmetics",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9357078000120,visible,Physical good,,,,Y,,,,28.00,,N,,N,,N,,,14.00,,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#heartspace-sienna-nail-lacquer-10ml-,O4A35G7FW3VKIADQCH7IGIQZ,"Heartspace, Sienna Nail Lacquer 10Ml",,,,,,"Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  Cosmetics",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9357078000823,visible,Physical good,,,,Y,N,N,N,28.00,,N,,N,,N,,,15.43,,,-1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#heel-balm-36ml-weleda-,KKLJMVHQY5BAJA3O5P5ZMK6P,"Heel Balm 36ml, Weleda",,,,,,Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,9416114003201,visible,Physical good,,,,Y,,,,36.15,,N,,,,,,,19.92,,,-2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hem-night-queen-incense-sticks-,Q5VB3PJYRRMQVMKR7VDUBMXC,Hem Night Queen Incense Sticks,,,,,,"Shop > House, Shelf Labels > Label  Incense",Shop > House,,,,8901810010628,visible,Physical good,,,,Y,N,N,N,3.00,,N,,N,,N,,,1.36,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hemp-mandarin-cleanser-100ml-the-good-oil-,LC7TROHXKWQGKRCLUBD5DEN5,"Hemp & Mandarin Cleanser 100ml, The Good Oil",,,,,,"Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  Cosmetics",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9329759006295,visible,Physical good,,,,Y,N,N,N,15.90,,N,,N,,N,,,8.76,,,5,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hemp-pea-blend-500g-vital-plant-protein-,KB6UKEGNITYQMSGUGIBEQYQK,"Hemp & Pea Blend 500g, Vital Plant Protein",,,,,,"Shop > Supplements, Shelf Labels > Label  Supplements Back",Shop > Supplements,,,,9321582003120,visible,Physical good,,,,Y,N,N,N,43.75,,N,,N,,N,,,24.10,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hemp-citrus-raw-sugar-body-scrub-250ml-the-good-oil-,6NR4QQJA64F7MR5MLG6YYRRD,"Hemp Citrus & Raw Sugar Body Scrub 250ml, The Good Oil",,,,,,"Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6), Shelf Labels > Label  Cosmetics",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,9342121000424,visible,Physical good,,,,Y,N,N,N,27.05,,N,,N,,N,,,14.90,The Good Oil,,-2,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hemp-hair-mast-250ml-good-oil-regular,YTNWAGKBJG36TGK2YMOYH5CU,"Hemp Hair Mast 250ml, Good Oil",,Regular,,,,"Shelf Labels > Label  Soap, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ)",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9342121000134,visible,Physical good,,,,Y,N,N,N,14.90,,N,,N,,N,,,8.20,The Good Oil,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hemp-handy-body-nail-repair-100ml-the-good-oil-,VZL7WBGAWKTNBLNMIWYO4DEA,"Hemp Handy, Body Nail Repair 100ml, The Good Oil",,,,,,"Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ), Shelf Labels > Label  Cosmetics",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9329759005885,visible,Physical good,,,,Y,N,N,N,13.10,,N,,N,,N,,,7.22,,,12,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hemp-healing-balm-60g-hemp-collections-,MAEVPHZUIHQ3MVWVWOTL3YFR,"Hemp Healing Balm 60g, Hemp Collections",,,,,,"Shelf Labels > Label  Supplements, Shop > Supplements",Shop > Supplements,,,,731788733292,unavailable,Physical good,,,,Y,N,N,N,16.40,,N,,N,,N,,,9.05,Little Valley,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hemp-hearts-250g-tasmanian-,NS4PVOHRWZXRZBAFUHTBCADX,"Hemp Hearts 250g, Tasmanian",,,,,,"Shelf Labels > Label  Supplements Back, Shop > Supplements",Shop > Supplements,,,,746160799551,unavailable,Physical good,,,,Y,N,N,N,13.40,,N,,N,,N,,,8.13,Little Valley,,4,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#hemp-hearts-420g-tasmanian-,GEXHBGRMCAUMLP5SDNRKUJW3,"Hemp Hearts 420g, Tasmanian",,,,,,"Shelf Labels > Label  Supplements Back, Shop > Supplements",Shop > Supplements,,,,746160799568,visible,Physical good,,,,Y,N,N,N,20.60,,N,,N,,N,,,12.50,Little Valley,,6,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#hemp-herbal-deodorant-100ml-the-good-oil-regular,GR22OG4GTLIGKQY6WJAE6J6S,Hemp Herbal Deodorant 100ml The Good Oil,,Regular,,,,"Shelf Labels > Label  House and Oils, Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ)",Shop > Personal Care (CWMHWQSHJYJ527JYW5CUKALQ),,,,9342121000165,visible,Physical good,,,,Y,N,N,N,12.70,,N,,N,,N,,,7.00,The Good Oil,,6,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hemp-hydration-balm-60g-hemp-collections-,PWZWC6CLNCPYN36NCPWWRI4Z,"Hemp Hydration Balm 60g, Hemp Collections",,,,,,"Shelf Labels > Label  Supplements, Shop > Supplements",Shop > Supplements,,,,731788733278,visible,Physical good,,,,Y,N,N,N,16.40,,N,,N,,N,,,9.05,Little Valley,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hemp-lavender-pure-castile-soap-237ml-dr-bronner-s-org-regular,J5VXZ5W6DEBEL3WOMOMJ5TCY,Hemp Lavender Pure Castile Soap 237ml Dr Bronner’s Org,,Regular,,,,"Shelf Labels > Label  Soap, Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6)",Shop > Personal Care (H4RA2MSLAW6URCW7CVYMAJD6),,,,018787774083,visible,Physical good,,,,Y,N,N,N,17.50,,N,,N,,N,,,9.63,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hemp-oil-tasmanian-250ml-regular,F6MXCZWSKGQWZFQOIZLQIEOJ,Hemp Oil Tasmanian 250ml,,Regular,,,,"Shelf Labels > Label  Supplements Back, Shop > Supplements",Shop > Supplements,,,,746160799599,visible,Physical good,,,,Y,N,N,N,14.45,,N,,N,,N,,,8.75,Little Valley,,1,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
#hemp-patty-regular,MFP24WFVUQ3NO4U2UONOWSFP,Hemp Patty,,Regular,,,,"Cafe > Food, Cafe > Savoury, Cafe > Cafe Food",Cafe > Cafe Food,,,,,unavailable,Physical good,,,,Y,N,N,N,8.75,,N,,N,,N,,,3.45,Coral Foods,,12,,,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N
#hemp-power-325ml-simple-superfood-,ZAS7E6NRV5T7TIMQMKWTOH73,"Hemp Power 325ml, Simple Superfood",,,,,,"Shelf Labels > Label  Drinks Fridge, Shop > Groceries, Shop > Drinks Fridge",Shop > Drinks Fridge,,,,9421901214302,visible,Physical good,,,,Y,N,N,N,6.20,,N,,N,,N,,,3.75,Horizon Foods,,19,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
#hemp-protein-powder-250g-tasmanian-,EYKQIAAUBY2NTXEC3ECB2COL,Hemp Protein Powder 250g Tasmanian,,,,,,"Shelf Labels > Label  Supplements Back, Shop > Supplements",Shop > Supplements,,,,746160799575,visible,Physical good,,,,Y,N,N,N,15.50,,N,,N,,N,,,9.38,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#hemp-protein-powder-500g-country-good-hemp-,IRYHEQOYTWDPXSB754ZCQ35L,Hemp Protein Powder 500g Country Good Hemp,,,,,,Shop > Supplements,Shop > Supplements,,,,9355807000106,visible,Physical good,,,,Y,N,N,N,20.75,,N,,N,,N,,,12.57,,,0,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
#hemp-rolling-papers-50-king-size-slim-420-rolling-club-regular,PNFOF23I45JJNE55VFQINILQ,"Hemp Rolling Papers 50 King Size Slim, 420 Rolling Club",,Regular,,,,Shop > Groceries,Shop > Groceries,,,,276511130073,unavailable,Physical good,,,,Y,N,N,N,2.75,,N,,N,,N,,,2.50,420 Rolling Club,,90,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y
